ulasan,label
"parah bgt ga ada notif nya, sistem tertera driver 100 menit sudah dekat, eh ternyata Drive nya udh nunggu 1 jam, dasar sistem chat yg gak jelas, b1 dah, kasian driver nya bro, bukan aku yg salah",1
ga sebagus dulu. nunggu driver sampai setengah jam lebih. banyak driver terdekat tapi malah dapet yg jauh jadinya lama.,1
"pesan instant dgn harga mahal di tokopedia hasil nya , yg di dapat driver sameday !! cari untung begitu amat Jek !!!",1
"ini kenapa ya, aplikasinya jadi lemot. udah gitu kadang posisi drivernya terlihat tidak bergerak padahal sudah jalan",3
"sering bgttt telat, ampe sejam setengahhh sendirii, mana uda laper bgttt, katanya tepat waktu gmn si min",3
"gopay ku baru topup 45.000 dan saldo awalku 29.000,tapi saldo baru ku yg nilainya 45.000 hilang yah? tolong lah itu saldo dari hasil jual kuota dan data, baru juga balik modal aku",2
"ini apaan sih harus pake muka segala, udh dicoba msh gak bisa juga, mukanya sama loh padahal, kok jadi aneh gini sih aplikasi",1
"pertama kalinya gue di kecewain sama gofood, beli di TIANLALA, RAYA REGENCY, LEMONNYA BUSUK, bukannya di buang, malah di jual, rasanya aneh, kalo beli 1 mending, gue beli 4, terpaksa gue buang semua,dah gitu di bawah gelasnya ada CAIRAN PUTIH LENGKET, udah komplen, gak di tanggapi sama sekali",1
"maaf aku kasih bintang 3 dulu,kenapa ya min pengajuan buat go pinjam di tolak, padahal sebelumnya di acc, cuma langsung aku lunasi lebih awal, mikir nya supaya diberi kan pinjaman tambahan yg lebih besar , eh ngajuin yg kedua dikira pinjaman di tolak, solusi nya gimana supaya pinjaman di acc lagi",3
"Ketika melakukan pembayaran di beberapa aplikasi/flatform menggunakan Gopay selalu diarahkan ke aplikasi Gojek, kenapa tidak diarahkan langsung ke aplikasi Gopay. Sangat merepotkan sekali bagi yg hanya memasang aplikasi Gopay tidak menggunakan aplikasi Gojek. Selain itu, di beberapa aplikasi yg terhubung Gopay, pembayaran dgn Gopay tidak ada pilihan Kantong Jago, padahal sangat berguna sekali bagi pengguna Gopay yg terhubung dgn Bank Jago. Contohlah ShopeePay-SeaBank.",1
bintang 1 aja lah kok bisa y ngguan gak bisa masuk apk y padahal baru isi saldo 750000 atas nama zainab tolong lah dibantu,1
"sekarang setiap top up gk pernah langsung masuk padhl notif dah ada dananya proses melulu padahal kita keburu urgent mau pake buat goride akhir nya bayr tunai,,dana masuk selang sehari dan itu beberpa kali gojek seperti itu temen2 juga ternyata sama masalahnya....huu jelek",2
"Gofood bisa enggak sih, waktu lebih cepat, harga ongkir lebih murah, harga mark up enggak tinggi banget, kayak platform oren sebelah? Lama-lama kesel aku uninstall juga, ganti Shopee food",1
aplikasi yang sangat membantu untuk berpergian dan mencari makan saat kelaparan di tengah malam,5
tidak diundang selalu muncul di iklan dan susah untuk keluar dr aplikasi.,1
"aplikasi kocak beli gojek plus biar gratis ongkir eh malah pengantaran ekonomis ilang wkwkwk jadinya udah gak ada gratis ongkirnya lagi wkwkwkw ogah gw pake nih aplikasi lagi, aplikasi jelek pelit mending pake aplikasi sebelah gw",1
menurut saya aplikasi gojek bagus dan simpel mudah di gunakan tapi saya merasa kecewa dgn biaya layanan tolong dihapus saja itu biaya layanan gak kelas!,5
"ada dana di SPinjam mau tarik proses lama, di suruh nunggu 15 menit, udah 1 jam gak ada pemberitahuan. mana dana mau sgera di pke, klo disuruh nunggu 15 menit ya 15 menit konsisten dong..",2
"kami suka Go-Jek tapi sekarang susah untuk konfirmasi untuk download ke akun yg lama, padahal pake nomor yang sama tetep gak bisa..",3
untuk gopay pinjam sangat tidak profesional. belum lewat jatuh tempo sudah main telpon dan tidak sopan..,2
"tolong dong kalau kita pesan driver kasih yg bener² dekat dengan pemesan,,, kasihan drivernya jemput jauh nganternya jg terlalu jauh",2
"dengan aplikasi gojek saya jadi lebih mudah pesan makan the best lah, kalo lagi malas keluar cari makan gojek solusi nya",5
"saya pengguna gojek udh dari lama, tp kali ini saya benar"" dikecewakan. saya pesankan gofood utk ortu saya, dan sudah diterima pesanan oleh pihak resto, sudah menunggu 40 mnit tbtb driver sibuk silahkan pesan ulang, gilaaaa yah. gak ngotak",1
"Aplikasi yang serba guna & mempermudah konsumen untuk urusan,food,pengiriman,bepergian,dll.. tinggal klik aja semua beres! bintang 5 ku berikan slalu..!",5
Respons Customer Service yang sangat lambat dan tidak ada respons sama sekali. Sangat mengecewakan.,1
"sikap baik,solutif saat memilih rute,lebih cepat waktu penjemputan.",5
"woy mikir lah, pilihin driver yang niat. nunggu satu setengah jam ga ada yang nyampe drivernya, cuma muter muter doang dimaps",1
Saat pencarian driver terlalu lama dan sering ke cancel juga,1
"isi saldo, dana terpotong, riwayat di gojek masuk. tapi saldo tidak terakumulasi dan disuruh menunggu 2 hari. sangat payah",1
Setelah di-update tetap pelayanan sangat Buruk semuanya bot tidak bisa memahami permasalahan admin boot semuanya,1
"sangat membantu, semoga driver lebih care dan memperhatikan kualitas dan aroma helm penumpang.",5
Aplikasi semakin baik dan mudah digunakan. Terus tingkatkan untuk kenyamanan pelanggan,5
"bagian scan qriss, kadang kali gak bisa ngedetek bagus..",4
"pelayanan memuaskan,pas jalan sepi jadi perjalanan bisa lebih cepat.driver ramah di ajak ngobrol.",5
udah gak mau lagi pake ini apk gila masa pesen gofood kepencet baru 3 detik gak bisa di cancel mana mahal banget lagi ongkir gak ngotak 30rb pas lagi cuaca cerah jarak gak nyampe 1km. padahal saya udah pesen yg sama. taee,1
"ongkir nya semena-mena makin kesini makin mahal pdhl jarak nya jauh-dekat, bisa sampai 20 rb- 55 per lokasi=( mulai dr ojeknya sama gofood nya) ayolah gak ada niatan ubah sistem ini, saya sebagai mahasiswa merasa keberatan sistem ongkir yg makin kesini makin mahal.",1
"saya gabisa login dari kemarin padahal udah ganti nomer, setiap mau login muncul terjadi kendala teknis",2
"aplikasi eror,udh capek"" top up 40rb eh bukannnya berkurang mines nya malah tetap di bikinn aplikasi nya ,",1
"Aplikasi memuaskan, tapi bagi saya akan lebih puas lagi jika para Driver di beri penghargaan yang dapat Bintang 5 dari konsumen. Saran Penghargaan tsb, yaitu: 1. Servis kendaraan gratis termasuk ganti oli; 2. Penggantian Atribut secara berkala; 3. Asuransi Jiwa dan Prioritas kesehatan; 4. Voucher liburan bagi keluarga; 5. Gratis biaya pendidikan bagi anak anak Ojol.",5
"tolong ny buat driver makanan gk ush mengakali org dengan minta uang parkir, gk ada kembalian duit, ongkir ny mahal... kelakuan klian sangat kurangajar n merugikan...",3
"banyak sih promonya tapi ongkirnya ga ngotak bjirrr, mahal bgtt. padahal cuma 3 km 18 ribu astagaaaaa yaampun, lebih mahal angkut makanan daripada angkut orang",3
kalau pesan gofood selalu telat.. aplikasi tidak reliable,1
"sangsi dong buat driver yang batalin gofood percuma bayar expressssssssssss kalo datang nya ampe 1 jam lebih, ini udah sering terjadi bukan sekali atau 2 kali! !!!!",1
"ga kurang ga lebih , kecewa maintenence terlalu lama ga sekalian di tutup aja itu aplikasinya",1
"voucher promo makanan nya hanya di awal-awal saja. makin lama pake nya, makin tidak ada promo nya",3
"Good service semua drivernya.Gojek, minta tolong sampaikan terima kasih kepada driver gojek yang ada di Jogjakarta (ga sempet kenalan karna terbatas waktu dan tempat) krn udah nolong aku untuk cari jalan di Malioboro. Biasanya lewat jalan biasa,tp ditutup ada festival, alhasil dipertemukan oleh driver yang ngarahin aku dan temanku lewat jalur alternatif lain. Terima kasih banyak bapak driver yang aku ga tau siapa beliau,tp aku yakin beliau berhati mulia dan amanah. lancar2 rezeki & urusannya pak",5
sya melakukan pembayaran deposit melalui gopay...sampai skrg belum masuk padahal sudah sejam,1
"Bagus naik ojek mengurangi kemacetan. Bagusnya kalau topup saldo tidak ada biaya admin, dimana isi saldo gopay gak kena biaya.",5
"mau cek resi di sebelah mana sih? menu banyak banget, sampe bikin bingung sendiri",1
"upgrade ke gojek plus semua data ilang,tagihan dll malah gak muncul..ujungnya nanti pengguna yg di kenakan pinalti..",2
"Kenapa udah langganan gojek plus, promo voucher goride, gofood, dan lainnya tidak masuk lagi yah di akun saya. Padahal sebelumnya belum langganan gojek plus ada promo vouchernya. Dan disaat memesan gofood pakai gojek plus biaya ongkir nya jauh lebih mahal drpada diskon gojek plusnya",3
"mesen ojek udah mau 10x di batalkan driver.. alasan nya harga nya murah, lah kita kan mesan sesuai harga aplikasi.. aneh aja makin kesini driver gojek, masih mending ke maxim yg harga nya standar dan pengemudi nya gak songong ke gojek",1
"mempermudah untuk transportasi, makan, bahkan GO-SEND bintang 5 ⭐⭐⭐⭐⭐",5
Jangan asal pakai aplikasi gopay later atau gopay pinjam. Debt collector sangat beringas & tdk punya etika wlpn telat 1 hari saja. Padahal bunga sangat tinggi.,1
"Jangan pernah download aplikasi bodoh ini , transaksi di gopay hanya membuat uang kita hilang .layanan di aplikasi ini sangat buruk. Chat admin dan bantuan disini percuma ngk guna sama sekali. Mendingin pake aplikasi lain . Ini aplikasi terjelek dari semua aplikasi yang ada",1
"saat pelanggan pakai promo malah d lempar sana lempar sini ujung""nya d tlp d suruh cancel aja dgn alasan posisi driver terlalu jauh......BT gak sih kl posisi anda saat itu jadi pengguna jasa.Mending gk usah ada promo aja kl gitu caranya,kami ini juga bayar lho jasa anda sebagai driver.Tolong lah d perbaiki pelayanannya",1
"drivermu parah semua khususnya gocar..pilih2 orderan,bilang iya2 tpi tiba2 di cancel...perusahaan harus bijak sanksi driver yg suka cancel orderan lgsg suspend saja..gak guna..kalau memang tdk mau dan tdk siap ambil orderan mending di off kan",1
"gojeknya bagus tpi kdang susah dapat driver dan hrga lumayan mhal klo g ad diskon dan yg paling parah adalah gopay pinjam yg CS nya sangat tidak sopan saya telat sehari aja dia galaknya bukan main,saya tau utang wajib dibayar dan sy psti mmbayar wlau agk telat krna kendala ssuatu,tpi gak gitu caranya dan saya bertanya pada cs tsb dengan baik2 tapi jawabannya malah membuat saya kesal tidak bisa berkata yg lbih bijak sdikit,sangat kecewa stlh lunas nnti sy g mau pinjam lgi di findaya gopay pinjam!",1
"gojek tolong dong di update titik lokasi RSCM mata jakarta, sekarang udah pintu masuknya lewat kencana, ini udah 10x pesen di batalin semua karna titiknya gk akurat, masalah nya titik nya masih di pintu masuk yg lama",3
"kenapa sering dapat driver jauh Mulu, padahal resto Deket, tapi dapet drivernya jauh, jadi lama pengiriman nya. padahal driver disekitar resto banyak.",1
"akuu sukaaa bangett sama aplikasi ini, mempermudah hidupku ajaa kalau mau gofood, gosend, sama goridee. terus banyakk fiturnyaaa ih suka🥹 tapi emang terkadang ngebug sih huhu, tapii selain ituu please tambahin metode pembayarannyaa pake Dana yaaa Gojek😭 tolonggg bangettt, aylofyu Gojek 💚",4
sudah beberapa kali dapat pemotongan. barusan top up kena potongan saldo 17 rb. sebelumnya juga sudah pernah. ga pernah ikutin apapun dr app ini. tp sering kena potongan saldo.,2
"Berat mau pesan makan online sekarang, harga naik sekali dan dikit diskon buat yang udah lama serta serba paylater mana mau buat pay later juga susah, hah..",4
"klo order GO-RIDE sering banget dapat driver yang posisinya jauh, jadi kelamaan nunggunya, mending pindah ke ijo sebelah, lebih cepet dapat drivernya",1
baru kali ini pengen ngasi ulasan ke aplikasi.. bener2 attitude driver nya tidak patut di kasi bintang. saya sangat kecewa dan kesal,1
"kalo ekonomis gak prnah nyaut driver, kenapa di adakan. udh nunggu lama banget banget banget malah cancel. udh aja 1 ongkir ngapain harus pilih pilih coba",3
"Saldo gopay otomatis terpotong karena Gojek Plus padahal saya udah lama ga pakai Gojek, baru kemarin top up Gopay untuk keperluan lain tapi malah kepotong. Saya udah lama ga aktifin lagi Gojek Plus nya dan ga saya isi saldo Gopay nya. Saya nyari bantuan ke Customer Service nya tapi dibales singkat dan tidak membantu sama sekali. Saya kecewa, saya hanya ingin dikembalikan saldo yang hilang karena Gojek Plus dan saya tidak akan pernah memakai Gojek lagi karena peristiwa ini.",1
"dikasih hujan udahlah aplikasi eror , org pesan antar bisa nunggu 1jam padahal lokasi tidak terlalu jauh. sistem begini penyakit lama blm bisa di perbaiki",1
Ada apa nih sejak kemarin sampai detik ini gak bisa gunakan pemesanan Gosend? driver sulit didapat dan gak jelas waktunya nunggu lama. Mohon diperbaiki sistemnya,4
"saat memilih alamat, selalu salah penunjukan petanya. mohon d update peta yg sesuai. sehingga tdk membuat driver binggung, dan konsumen kecewa",5
bagus bgt tapi ko di aku gabisa pke voucher yg udh diklaim ya kan aku masukin voucher katanya bisa dipake buat perjalanan trus pas aku mau pake voucher nya gada dong sama sekali vouchernya,4
"mau melakukan pembayaran selalu gagal,kendala internet mati,padahal internet saya lancar jaya bukak aplikasi lain,udah saya hapus saya downlod ulang dan udah versi terbaru, begitu juga gak ada perubahan",1
"waktu tunggu kadang lama dan sangat telat. harusnya customer bisa komplain tapi komplain di siapa gak bisa chat siapapun. chat cs juga dikira cancel padahal bukan mau cancel, tp konfirmasi kok lama sekali nunggu sudah sejam lebih. bikin badmood. maaf tapi cs sama sekali tidak membantu. dan fyi setelah nunggu 1 jam lebih, dibatalkan sepihak sama penjualnya karena gak dapat driver. Buang2 waktu 👎🏻 gak pernah sesebel ini sama gofood",1
"Hmmm, klo untuk gojek sendiri harus di rombak lagi ding, misal ya klo harga yg ada di apk bisa buat si pengemudi rugi mending ga usa di kasih harga discount, sering banget tuh supir atau driver nya pada curhat yg gini lah yg gitu lah klo misal nya kurang, kalo kyk gini kita kan bingung pas nya ngasih ongkos brapa, mungkin admin gojek bisa di koreksi atau merombak,",2
"apalah, baru pesen makan trus udah nungguiin lama malah dicancel? Saya tau lagi hujan deras, tapi ya jgn dicancel juga dong dengan alasan ga ada pengemudi, harusnya dikasih pilihan buat orangnya milih mau nunggu atau cancel... kalau kayak gini saya pesen ulang kan makin lama lagi buat resto masak, dll",2
"kena cancel otomatis 4 restoran karna gadapet driver, satu restorannya harus nunggu 50-60 menit, sedangkan baru dicancel nya pas di menit ke 50",2
"pesen makan nunggu 1 jam padahal expres. 0 besar, komitmen lah minimal, udh mati kelaperan baru datang. baru make apk ini udh dibuat kapok",1
"pesen gofood keterangan nya pesanan bakal telat nambah 10 menit dari waktu estimasi. eh malah harus nunggu 1 setengah jam karena gak dapet driver. abis itu dicancel sama aplikasi gimana gak marah. udah laper nunggu lama di cancel aplikasi haduhh. Lebih parah lagi saldo bank ku udah kepotong gimana ini!! sistem harus nunggu 14 hari kerja nya buat nunggu saldo balik itu kelamaan, bikin orang susah aja! dari tanggal 8 April sampe sekarang 24 belom balik uang ku.",1
"driver banyak,, yg ngetem juga banyak malah gak dapet².. mana gak bisa di batalin lagi.. rugi tenaga + waktu!!!!",1
"mantap, walaupun tadi ada kendala sedang sibuk. tapi gpp lah, ini aplikasi ga bikin bingung. mulai dari maps nya, drivernya, perjalanannya. pokoknya mantap👍",5
selama saya memakai aplikasi gojek tidak pernah mendapatkan masalah apapun. tapi untuk kali ini ojol gojek banyak sekali yang bersikap tidak ramah terhadap costumer nya. tolong di perbaiki lgi agar costumer nyaman memakai aplikasi gojek ini.,3
"Aplikasinya makin ke sini makin sering bug. Ga bisa chat driver berkali-kali sampe orderan di cancel driver karena katanya saya ga respon chat, padahal saya aja ga bisa klik kolom chat nya dari aplikasi karena bug! Setiap driver lama cancel, driver baru masuk, tombol chat nya malah masuk ke nama driver lama yg sudah cancel. Gitu aja terus. Mana ga bisa saya cancel pula ini orderan karena Gofood. Merugikan BANGET!!!!!",1
"suka poll pake apk gojek buat pesen makanan / perjalanan, tapi suka kesel banget kalo pay non cash (gofood) itu selalu di batalin sama driver nya, terus harus cari driver lagi (udah sering gini yaa) next tolong jangan begitu, mau mam jadi ga mood gitu hihi :D",4
"aneh ajukan gopinjam sudah isi smua data lengkap..terkahir isi nomor telp kantor sudah di isi SANGAT SESUAI kok ada tulisan "" nomor yang anda input tidak sesuai"" 😂😂😂 SUPER ANEH",1
"saat susah mendapat driver kita susah membatalkan pesanan untuk ganti resto, harus menunggu sangat lama pembatalan otomatis, cs sama sekali tidak membatu perbaiki !",3
"Driver & motor tidak safety, saya kecelakaan saat otw ke rumah. Driver sama sekali tidak sigap (seperti tidak ada SOP bila kecelakaan), saya ke RS sendiri bersama keluarga. Biaya bayar sendiri, katanya bisa di claim di PasarPolis Insurance eh ternyata makin di proses makin banyak surat yg diminta, finally ga jadi claim. Dan yang lebih gong-nya lagi, perjalanan ditandai selesai & saldo saya ditarik. Padahal TIDAK sampai destinasi + kecelakaan. This was truly a traumatic experience.",1
"maaf bnget, pengalaman saya setiap pake gojek ga pernah baik. pasti drivernya problematikkk, ga sopannn, ribet, dijelasin ngeyel malah nyalahin customer. sekian terimakasih ga mau pake lagi.",1
jelek banget sistem CS nya. resto keterangan masih buka tapi udah pesen driver ngilang. dah 1 jam setengah nunggu. minta batalin CS gabisa. ga ada solusi banget,1
"aplikasi kurang, kadang gajelas, sudah menunggu sejam buat makanan tapi ga dapat"" driver keburu penyakit magh saya kambuh, tolong di perbaiki",1
"menggunakan gojek dapat membantu saya untuk menempuh tempat tujuan, selain harganya yang terjangkau banyak juga voucher yang bisa di gunakan untuk diskon dalam penggunaan nya.",5
"ini kenapa yaa saya mau login akun kok jaringan tidak tersedia padahal kan saya pake wifi,,tolong dong koreksi ini urgent banget",1
"aplikasi nggak jelas saya bayar Ads iklan di Facebook disuruh bolak balik bayarnya, sampai-sampai saya bayar iklan 2 kali baru masuk 1 saldo saya yang pertama saya transfer ke mana",1
"fitur Jalan Map Dalam GoFOOD ini tolong di benerin, kasih arah jalan yang jalan utamanya aja, jangan di arahin ke jalan tikus terus, beberapa driver itu kadang bingung dan nyasar.",4
"maaf developer saya susah lama g pakai gojek pas saya mau login masa harus verifikasi wajah biasanya tidak pernah ada dan masa percobaan hanya 5 kali tolong dong developer saya ingat pin nya masa harus ada verified wajah tolong dong developer gimana,jangan pakai verifikasi wajah jadi tidak bisa masuk ke beranda nya",2
"Pengemudinya dengan mudah ambil orderan, lalu nggak lama dicancel, tanpa ada sanksi tegas dari GoJek. apalagi kalau bikin order di Denpasar Bali. Bisa di Cancel sampai 10 kali lebih. buang-buang waktu saja. Harus ada Sanksi untuk Pengemudi yang Cancel",1
"susah bener cuma buat dapet driver. driver lu pada gajelas. keseringan kalo lagi pake promo kaga ada yang mau ngambil. ongkir juga mahal, pajak gede.",1
"sangat membantu dan akurat, cuman sayangnya suka ada driver yang pilih pilih jarak, kalau yang dekat mereka suka minta cancle, karena perhitungan ongkos, padahal pelanggan juga ngerti dan suka ngasih tambahan ongkos karena merasa terbantu",5
"jika sulit mendapatkan driver, kurangnya usaha dari pihal aplikasi dan asal membatalkan pesanan saja sehingga merugikan pihak resto sepihak. Seharusnya jika situasi itu, tambahkan insentif untuk driver supaya mau ambil pesanan.",1
"ga ada opsi call dengan cs representatif, pesanan gofood udah di cancel 3 driver mau konfrim ga bisa ke cs, dibales sama bot terus dan ga ada solusi",1
"nyari driver lama banget, trus mau dibatalin karena mau nyoba app lain gabisa padahal udah 2 jam. buang buang waktu banget",1
"buruk, saya pesan go food untuk makan malam 3 kali berturut turut (dgn resto berbeda) pesanan telat selama 2 jam menunggu tiap pesanan dan sulit untuk dibatalkan padahal kondisi saya sangat lapar dan sakit maag. sudah saya lapor ke cs tidak membantu sama sekali. sop tolong diperhatikan lagi kalau begini customer merasa sangat rugi.",1
"saya nunggu gofood hampir 1jam,tiba2 dibatalin sepihak.. saya coba pesen ulang,eh sama saja ga dtg2.. laporan ke cust servis malah ga bisa selesainya masalahnya.. rasa lapar jadi kenyang + nyesel..rugi nungguin..payah",1
"kecewa banget sama gofood ini, berkali2 nunggu lamaa pada akhirnya dibatalin karna gak dpt driver, mau dibatalin dari awal gak bisa katanya udah dapet driver, padahal belum dapet dan pada akhirnya dibatalin.. nunggu laper2 malah dipermainkan.",1
"kadang suka ngawur soal lokasi/alamat bisa berubah² sendiri, udah ditentukan lokasi/alamat nya tapi pas sudah pesan malah berubah",1
"Sudah nunggu orderan selama 1jam, trus smua driver sibuk, baru di cancel aplikasi setelah 1jam. Yg bener aj dong,mana perut ud lapar. Ga lg deh makai ni aplikasi",1
"msh belum tersedia fitur live chat atau berkomunikasi dgn penjual, jd kita ga bs memantau penyebab jika terjadi keterlambatan orderan kita",1
"aplikasi terburuk, I mean I know ini bagus tapi plis... kalo malem dan butuh kemana-mana dengan keadaan urgent, no one cares, kebanyakan di cancel, tolong tingkatkan lagi attitude driver nya juga it's pissing me off, selama ini berlangganan baru kali ini merasa kesel sampe gagal married just because this apps",1
"driver nya lama kelamaan GK jelas semua dah, belum sampai titik udah di klik sampai titik,, di cancel jadi GK bisa,,, jadi harus nunggu lama banget",2
"Maaf ya saya kasih bintang 1 , saya kecewa bngt dah kseringan sy psn gofood drivernya tuh alasan ga ada kembalian , kyk kejadian barusan sy pesan makan harga 37rb uang sy 50 trus sya bilang kebalikan sj 10rb , malah drivernya bilang ga ada kebalian , ada 25rb trus dia bilang ada uang 10rb ga , karena mmng sy ga ada jadi mau ga mau sy ambil yg 5rb , bukannya ga iklas emng nilainya ga seberapa tapi kan klo udah keseringan jd gondok jg , mnmal kl mau antr mkn disiapkn kembalian",1
"Untuk pemesanan gofood waktunya tambah lama ditambah pesanan yang katanya telat, jadi nunggu 1 jam-an. Untuk pesanan kali ini tiba2 resto chat buat ambil pesanan karena sudah siap (sudah dapat driver tiba-tiba cancel) Buat apa pesan gofood dengan pilihan pesan antar kalau harus pick up sendiri😮‍💨Dan sering juga pesan gofood toko sudah tutup, tiidak ada info. Jadi butuh waktu lagi. Atau sering juga, menu habis tidak ada info juga.",5
"kenapa setiap pesen gofood,, selalu mengalami kendala dalam mencari driver,. masa customer disuruh nunggu 1-2 jam setiap order makanan.,, tpi ujung2 nya gak dapat driver. sudah nunggu lama,, pesanan dibatalin resto karena gak dapat driver. kenapa gojek food jdi seperti ini.",1
"driver gojeknya marah2 terus klo tujuannya jauh nolak terus sekalinya ada yg ngambil malah ngedumel terus sepanjang jalan sumpah itu bikin risih banget ga nyaman, jadi males klo mau pesen gojek, tolong dong di perbaiki lagi kesalahannya klo emang ga mau ngambil mending ga usah sekalian, ini di ambil trs sepanjang jalan malah ngomong terus ngambil orderannya terpakasa ga niat bngt cari uang kayanya🙏🙏🙏",3
"usulan saya, jenis mobil yg dipesan dilengkapi dengan warna mobil supaya dari jauh sdh kelihatan mobilnya dan memastikan saja bahwa mobil sudah tiba. Saya mau bertanya kenapa ya harga rute lebih mahal dari aplikasi yg lain? Jauh banget selisihnya. Mungkin bisa diperhatikan lagi 🥰🙏🏻",5
"mesen gofood masa nyari dirvernya pas makanan udah mau jadi. pas makanan udh jadi dicari drivernya malah ga ada, trs disuruh pesen lagi. pas pesen lagi malah disuruh tunggu makanannya dibuatin lagi. kocak kocak",1
"hay IT gojek, aku ada ide buat inovasi kalian. karena aku sebagai customer setia, cek ini deh bisa gak: • ganti pembayaran pakai gopay pada pesanan yg sedang berlangsung (dari tunai ke gopay). //sebagai driver, sering kejadian customer lupa ganti saat nerima gofood • pencarian menu/resto pake voice command //kayak google maps gitu bisa nyari pake suara • rating resto dengan foto/video //ga ada salahnya niru sebelah, yang terbaik pemenangnya. //sebagai customer, kadang masih ragu sama yg baru",5
"sekarang top up gopay gak langsung update dananya, ada jeda beberapa menit bahkan pernah beberapa jam",4
"Berguna, Cocok Untuk yang males keluar, atau lagi ga bisa keluar rumah jadi bisa langsung beli lewat apk ini dengan aman dan terjamin kualitasnya 🙏🏻",5
"Aplikasi ini sangat berguna bagi kebanyakan pengguna. Aku rekomedasi banget buat orang yang mau kemana mana tapi gak ada yang ngantering, soalnya pengantarannya cepat dan murah",5
"pesen gocar dan gofood lama nyangkut nya, susah cari driver nya! giliran udh dpt di cancel gt aja alasan driver gmau ambil orderan yg tarif nya dikit. klo lg buru2 gmn coba, di benerin dlu lah kebijakan utk driver dan aplikasi nya.",2
"Tolong dong di tertibkan lagi driver2 yang curang, Kita langganan satu resto, disana ga ada kang parkirnya tapi tiap2 drivernya terang2n minta uang parkir, bukan tentang 1000 ato 2000 nya, tapi tentang menipunya ini yang aduh.... Tolong dong di ingetin lagi tentang kejujuran. ga ada tanggapan terus dr pihak Gojek nya",1
"Gojek semakin buruk pelayananya. Order food pasti membutuhkan waktu yg sangat lama bgt. banyak driver yg cancel ganti² terus driver jadi makin nambah waktu tunggu. mendingan aplikasi grabfood,shopefood yg bagus bisa cepat.",1
"Perbaiki lagi help centernya, lg pesen gofood ga dapet dapet driver, nanya help center katanya driver udh jalan menuju resto. Sedangkan, di aplikasi belum dapet driver sama sekali, kalo gini makananya udah keburu dingin kalik nungguin dapet driver doang.",2
"saya pesan goride comfort harga 31.000 dengan pembayaran melalui debit, tapi setelah saya batalkan karena tidak ada yang ambil orderan saya, saldo 31.000 yang ada dalam kartu tersebut tidak kembali",1
"Kenapa jalur yg dilewati tidak seperti biasanya? Jalurnya sekarang jadi lebih memutar, jadinya ongkos mahal padahal drivernya lewat rute biasanya dan tidak mau sesuai maps gojek dengan alasan JAUH dan MUTAR",1
"makin ksini makin lama pesanan gofood,da harga dinaikin,ongkir jg. trnyata skrng malah dbikin double pesanan driver makanya lama. Gak bs tracking driver sampai mana. Ribet.",1
"Pesan go food 1 jam lebih gada yg ambil. Kasian restoran nya udah nyiapin, saya sampe order 2x karena penjualnya bilang suruh order ulang kalo ga dapet driver. Malah katanya kalo ga dapet lg mau dianter, padahal lumayan jauh dan udah tengah malem Buang buang waktu bgt serius, lebih baik di ubah deh kebiasaan kaya gini Menghubungi cs juga ga ngaruh apa apa, tidak membantu sama sekali, mau ngajuin keluhan tiba tiba ""chat di tutup"". Sat bgt",1
baru make 5 kali tapi sering di cancel sopirr pernah sampe 5 kalian di cancel padahal itu deket mobilnya terus pernah mesen gocar udah nih saya minta cancel ke sopirnya karna kejauhan titik jemputnya tapi masih aja ada sopir lain yg dateng ke rumah akhirnya saya ganti rugi jugaa (itu posisinya saya dah bolak balik app nya takutnya emang masih aktif mencari sopirr tapi GAK ADA JARINGAN PADAHAL DI APP LAIN BISA KOK ADA JARINGANNYA),2
"Apk-nya benar2 sangat membantu untuk kehidupan sehari2. Tapi tolong lakukan sesuatu untuk driver2 yg problematik, tarif rendah marahnya ke pelanggan, disasarin maps marahnya juga ke pelanggan, semau2 cancel padahal udah konfirmasi dan nunggu lama, n driver2 moody yg ga kenapa2 jutek. Dikasih bintang rendah bukan solusi cuma memicu konflik lebih besar.",4
"tolong kalau drivernya gak mau ambil jangan di diemin aja, orang kan punya waktu nunggu lama, cuma nunggu driver yang diem dan gak mau cancel, posisinya kan kita gak tau, dia kan terima posisinya, ujung2nya driver minta kita yang cancel, alasannya kejauhan lah, minta tolong di cancel lah",1
"aplikasi aneh, customer servicenya robot jadi ga ada penyelesaian masalah. pesen gofood udah 1 jam gabisa di cancel, aplikasi aneh. sangat tidak recommended untuk di pakai aplikasi sampah ini.",1
"kenapa saya top up gopay kadang masuk kadang enggak? sudah saya update, saya log out tetep saja. bagaimana ini?",1
"Maps error, saat mau order gofood sudah input alamat dan titik yang sesuai, eh pas driver mau nganter alamat nya malah berubah entah kemana, CS slow respon, pusat bantuan ribet, udah dijelasin panjang lebar via chat malah nanya lagi via email, cape dehhh 👎👎👎👎👎👎",1
"Thanks bgt buat apk gojek, udh nemenin 3 tahun gue kemanapun gue mau pergi. Tambah selalu dptin driver yg super duper baik. Kadang ya adalah 1 atau 2 yg rese, tp lbh byk dpt yg humble",5
