kata	skor
menyebalkan parah	-1
terkunci ngeselin	-1
tidak efisien bikin emosi	-4
gangguan bikin emosi	-2
kosong mulu	-4
berubah-ubah dan bikin kesel	-2
tidak terencana mulu	-3
mengerikan ngeselin	-1
tidak jernih terus	-1
keraguan dan bikin kesel	-2
terpecah banget	-2
tidak bisa save terus	-4
mahal doang	-5
mati total parah	-1
keliru ngeselin	-4
memecah perhatian ngeselin	-4
ketinggalan bikin emosi	-5
tidak ada update dan bikin kesel	-3
rusak parah	-1
hampa bikin emosi	-4
cacat banget	-3
beku ngeselin	-3
menyesal dan bikin kesel	-5
terenkripsi fatal	-2
tidak terlindungi terus	-5
mengenaskan doang	-1
masalah berlarut banget	-4
menyusahkan terus	-2
tidak berfungsi terus	-1
abai doang	-1
tidak ada janji terus	-1
terdistraksi bikin emosi	-2
bikin kesel mulu	-5
tiruan dan bikin kesel	-3
gagal login dan bikin kesel	-4
menyimpang fatal	-2
rendah mulu	-5
rendah bikin emosi	-5
samar terus	-3
brutal mulu	-3
tidak support doang	-1
terdistraksi doang	-4
kurang relevan banget	-1
melanggar hukum mulu	-1
tidak bisa dibuka parah	-1
gagal login banget	-1
menguras kuota bikin emosi	-4
boros kuota fatal	-4
mengganggu fokus bikin emosi	-4
terputus-putus bikin emosi	-4
tidak konsisten fatal	-2
tidak teratur ngeselin	-2
tidak ada update parah	-3
terenkripsi terus	-2
sering down doang	-5
dukungan buruk dan bikin kesel	-1
restart sendiri terus	-1
gaduh terus	-2
putus terus	-5
buruk rupa fatal	-2
pixelated doang	-3
tidak ada isinya parah	-5
tidak jelas dan bikin kesel	-1
tidak user-friendly dan bikin kesel	-5
tidak ada dukungan dan bikin kesel	-4
tidak berguna bikin emosi	-5
terpuruk terus	-1
cacat doang	-5
jadul ngeselin	-5
kehancuran ngeselin	-1
tidak ada perbaikan dan bikin kesel	-3
mengenaskan mulu	-2
izin kurang doang	-3
membingungkan doang	-2
lemot ngeselin	-5
tidak penting parah	-3
terpecah fatal	-3
berisik ngeselin	-5
tidak konsisten dan bikin kesel	-2
kurang jelas banget	-2
tidak bisa diubah dan bikin kesel	-1
versi lama terus	-1
hampa ngeselin	-1
tidak ada janji doang	-5
keraguan parah	-1
menjijikkan doang	-4
redup mulu	-2
tidak nyambung fatal	-5
ringkih bikin emosi	-5
salah ngeselin	-1
tidak sah fatal	-4
kosong dan bikin kesel	-1
gagal sinkron banget	-3
mencurigakan parah	-2
menyayat hati fatal	-5
tidak bisa dihapus terus	-5
kedaluwarsa bikin emosi	-4
ketinggalan mulu	-1
terkunci terus	-2
tanpa solusi doang	-2
terlalu kompleks terus	-5
tidak user-friendly fatal	-5
berbahaya ngeselin	-3
ikon membingungkan fatal	-1
tidak bisa diandalkan mulu	-5
tidak percaya ngeselin	-2
buram parah	-1
tidak lengkap banget	-1
kerusakan mulu	-1
rumit fatal	-2
font aneh dan bikin kesel	-3
tidak jernih fatal	-3
akses ditolak bikin emosi	-2
tidak ada dukungan terus	-4
outdated doang	-2
izin kurang mulu	-2
mati total banget	-1
tidak menarik terus	-3
melanggar parah	-4
terbatas banget	-5
bobrok banget	-1
merepotkan dan bikin kesel	-5
musibah banget	-2
sering logout dan bikin kesel	-3
pemborosan doang	-3
tidak cocok mulu	-4
tidak terlindungi mulu	-1
boros baterai doang	-2
susah diatur parah	-4
kusam terus	-5
boros baterai banget	-1
kuno mulu	-5
berani terus	-4
korup banget	-3
tidak jalan terus	-1
gagal login fatal	-3
spekulatif dan bikin kesel	-1
tidak diizinkan banget	-1
petunjuk minim fatal	-3
kabur banget	-2
tidak tentu parah	-1
menyayat hati banget	-2
palsu terus	-2
tidak logis terus	-1
kontras buruk parah	-1
tidak up to date mulu	-5
gangguan dan bikin kesel	-3
masih beta terus	-4
tidak ada janji bikin emosi	-3
prasangka mulu	-4
tidak patut fatal	-3
salah otorisasi parah	-5
hang fatal	-3
tidak terbaca terus	-5
kualitas rendah ngeselin	-4
tampilan kuno banget	-5
tidak bisa diubah parah	-4
hampa terus	-2
inferior banget	-2
menyesatkan terus	-2
tidak maksimal fatal	-2
tidak konsentrasi mulu	-3
tidak cocok banget	-4
menakutkan terus	-2
berani dan bikin kesel	-4
tidak berhubungan bikin emosi	-5
penanganan buruk bikin emosi	-1
pengembang cuek dan bikin kesel	-3
spam doang	-5
ikon membingungkan parah	-1
petunjuk minim parah	-2
tidak intuitif terus	-4
hancur bikin emosi	-3
masih beta bikin emosi	-1
layanan buruk bikin emosi	-3
horor mulu	-3
terhenti bikin emosi	-5
tidak dikenali parah	-4
lambat bikin emosi	-1
mengerikan doang	-1
suram dan bikin kesel	-5
seram ngeselin	-5
bising terus	-3
data bocor doang	-5
tidak efektif mulu	-1
tidak up to date fatal	-4
spekulatif fatal	-3
melanggar hukum parah	-5
tidak direspon parah	-4
tidak kompatibel terus	-5
fitur kosong bikin emosi	-5
mengganggu mulu	-2
tidak terencana dan bikin kesel	-3
kurang jelas mulu	-4
keluar topik fatal	-3
spekulatif terus	-3
tutup dan bikin kesel	-4
gagal parah	-4
pesimis fatal	-3
kurang fitur terus	-2
sering logout mulu	-5
laggy parah	-2
warna pudar doang	-1
tidak estetis terus	-2
spekulatif doang	-4
layanan buruk parah	-2
masih beta doang	-2
membingungkan mulu	-5
menyesatkan mulu	-1
jelek fatal	-1
lapuk banget	-4
krisis parah	-2
rendah parah	-5
menguras kuota parah	-3
kaku banget	-2
tidak direspon doang	-2
bikin bingung bikin emosi	-3
jelek sekali doang	-1
tidak berhubungan mulu	-1
kedaluwarsa ngeselin	-5
membebani terus	-3
tidak produktif parah	-2
konten minim ngeselin	-3
kalah parah	-4
tertinggal dan bikin kesel	-4
rapuh ngeselin	-4
banyak masalah banget	-4
iklan menyesatkan banget	-5
error kode parah	-5
gulung tikar banget	-1
tidak terencana terus	-2
illegal ngeselin	-4
meremehkan mulu	-5
nge-freeze ngeselin	-2
rapuh fatal	-2
murahan terus	-4
spam banget	-5
terekspos banget	-5
menyerah banget	-3
gagal ngeselin	-4
gulung tikar terus	-2
tidak lengkap ngeselin	-1
tidak aman fatal	-3
kuno doang	-5
tidak logis fatal	-3
janji palsu fatal	-5
kaku ngeselin	-1
terbelakang terus	-1
tidak maksimal doang	-5
konten minim mulu	-5
kontras buruk bikin emosi	-3
palsu bikin emosi	-5
kosong parah	-2
tidak intuitif banget	-1
mencurigakan terus	-4
menyeramkan banget	-3
ringkih doang	-2
menakutkan fatal	-4
tidak ada janji banget	-4
putus banget	-5
tidak berguna terus	-2
jadul mulu	-4
fitur dicabut dan bikin kesel	-5
tidak sesuai mulu	-3
tidak bermoral dan bikin kesel	-3
tidak sepadan bikin emosi	-5
memakan memori bikin emosi	-5
tidak transparan parah	-2
membosankan banget	-3
kejam dan bikin kesel	-5
licik doang	-5
crash terus doang	-5
penuh bug parah	-3
pemborosan ngeselin	-3
tidak ada suara mulu	-3
menipu banget	-1
tidak nyambung dan bikin kesel	-2
tidak diizinkan mulu	-3
buruk ngeselin	-1
tidak layak dan bikin kesel	-5
tidak bisa dihapus fatal	-1
berakhir fatal	-1
kerusakan fatal	-4
bikin bingung dan bikin kesel	-3
kerugian banget	-3
suara serak dan bikin kesel	-5
tidak menarik banget	-2
menyebalkan mulu	-2
hampa doang	-3
menipu dan bikin kesel	-4
buruk rupa ngeselin	-4
tidak sah parah	-5
mental banget	-2
akses ditolak mulu	-4
tertinggal ngeselin	-1
mundur mulu	-2
pesan error fatal	-5
berisiko banget	-2
ketidakpercayaan ngeselin	-1
ngadat ngeselin	-5
tidak manusiawi bikin emosi	-5
tidak otomatis mulu	-1
ambigu banget	-2
memakan memori parah	-2
memusingkan bikin emosi	-4
kumuh bikin emosi	-2
tragedi parah	-3
kerugian bikin emosi	-4
belum matang banget	-5
ribet ngeselin	-5
tidak variatif parah	-3
parah doang	-2
usang doang	-5
sangat jelek banget	-4
trouble banget	-2
konten minim dan bikin kesel	-1
tidak ada suara fatal	-5
stuck parah	-1
produk cacat mulu	-4
tidak fokus banget	-2
tidak estetis parah	-3
fitur berbayar tersembunyi mulu	-4
kadaluarsa doang	-5
menyeramkan ngeselin	-4
regret dan bikin kesel	-1
tidak bisa dicari parah	-1
tidak up to date bikin emosi	-4
gangguan mulu	-1
kerusakan doang	-1
keluar topik parah	-5
tanpa arahan fatal	-3
sia-sia parah	-1
tidak layak ngeselin	-2
ambigu dan bikin kesel	-3
tidak produktif mulu	-3
hancur mulu	-5
mengerikan banget	-5
dibatasi terus	-3
blur terus	-3
kumuh mulu	-4
buram dan bikin kesel	-1
gulung tikar fatal	-5
tidak ada janji parah	-4
melenceng fatal	-4
kurang jelas ngeselin	-4
bobrok ngeselin	-4
kerusakan bikin emosi	-5
buang-buang uang parah	-5
lapuk parah	-4
ambigu bikin emosi	-1
regret parah	-1
lemah bikin emosi	-5
berat dan bikin kesel	-2
tidak sesuai doang	-4
tidak direspon fatal	-5
bikin pusing doang	-4
menjijikkan bikin emosi	-2
terblokir bikin emosi	-2
warna tabrakan doang	-2
tidak sesuai deskripsi ngeselin	-3
tidak ditemukan banget	-2
tidak cocok ngeselin	-4
tidak responsif doang	-3
spekulatif parah	-5
rentan banget	-1
gema parah	-5
kurang relevan mulu	-4
file rusak doang	-5
tidak efisien banget	-1
ribet bikin emosi	-1
tidak bisa save ngeselin	-3
banyak iklan ngeselin	-3
musibah fatal	-3
tidak sync mulu	-1
gangguan banget	-2
meremehkan fatal	-3
tidak berfungsi parah	-2
tidak diindahkan doang	-5
tidak efektif dan bikin kesel	-1
tidak sesuai deskripsi doang	-1
berbelit-belit ngeselin	-4
data bocor terus	-1
ketinggalan dan bikin kesel	-2
meremehkan banget	-5
kiamat banget	-5
tidak jernih bikin emosi	-1
iklan menyesatkan doang	-4
akses ditolak parah	-4
licik parah	-5
menyimpang bikin emosi	-5
trouble koneksi parah	-3
kurang estetis mulu	-5
curiga doang	-1
tidak optimis banget	-3
tidak etis parah	-5
kusam bikin emosi	-5
fitur berbayar tersembunyi bikin emosi	-1
pengembang cuek fatal	-4
tidak presisi dan bikin kesel	-5
abai parah	-3
keputusasaan mulu	-3
tidak peduli banget	-1
trouble koneksi banget	-4
menyeramkan fatal	-3
tidak responsif layar dan bikin kesel	-2
berakhir dan bikin kesel	-4
error terus terus	-1
tidak pantas dan bikin kesel	-2
peringatan merah bikin emosi	-3
penipuan mulu	-5
basi terus	-4
mengganggu parah	-4
menakutkan banget	-3
respon lambat banget	-1
menguras kuota banget	-5
tidak terencana ngeselin	-4
menipu ngeselin	-3
illegal mulu	-2
gambar pecah ngeselin	-5
tidak adil banget	-5
tidak siap banget	-4
tidak adil mulu	-2
kalah dan bikin kesel	-1
buruk rupa parah	-1
tidak nyambung terus	-5
font aneh mulu	-5
hampa dan bikin kesel	-2
krisis doang	-5
kurang estetis dan bikin kesel	-5
tidak layak mulu	-3
tidak dikenali bikin emosi	-5
parah fatal	-4
tidak konsisten parah	-2
tidak recommended doang	-1
menyedihkan doang	-1
parah banget	-1
tidak bisa buka dan bikin kesel	-2
tidak manusiawi mulu	-4
beku dan bikin kesel	-2
terhambat terus	-4
kaku bikin emosi	-3
tidak efisien ngeselin	-5
hampa parah	-4
licik terus	-4
tidak berhubungan doang	-3
buram ngeselin	-2
rawan parah	-3
tidak presisi parah	-5
tidak tentu terus	-5
tidak recommended ngeselin	-4
tidak bisa save fatal	-4
membuang daya dan bikin kesel	-4
gangguan terus	-5
tidak peduli parah	-2
tidak pasti fatal	-5
malah mempersulit doang	-2
ikon membingungkan doang	-5
inferior parah	-3
mundur ngeselin	-4
masih beta banget	-2
sia-sia banget	-4
bising parah	-3
kompleks bikin emosi	-2
tidak patut mulu	-5
kerugian fatal	-4
tidak didengar parah	-5
ketidakpercayaan mulu	-2
petunjuk minim banget	-4
dibatasi mulu	-3
data hilang bikin emosi	-5
terenkripsi bikin emosi	-5
terburuk banget	-2
kabur ngeselin	-1
mengabaikan bikin emosi	-2
rentan parah	-5
berubah-ubah doang	-3
sering down banget	-3
membuang waktu bikin emosi	-2
tiruan fatal	-4
tidak ada isinya doang	-1
bikin kesel parah	-3
kalah mulu	-4
murahan ngeselin	-3
buram banget	-1
terputus terus	-3
tidak etis doang	-1
tidak aman bikin emosi	-1
tragis banget	-2
banyak masalah bikin emosi	-2
tidak terencana parah	-2
memecah perhatian terus	-2
terbuka ngeselin	-3
respon lambat dan bikin kesel	-4
redup fatal	-5
tidak terencana banget	-4
warna tabrakan fatal	-3
menyayat hati terus	-2
keluar sendiri ngeselin	-4
tidak tertata bikin emosi	-3
redup bikin emosi	-5
merugikan mulu	-5
janji palsu terus	-5
mati total ngeselin	-5
kehancuran dan bikin kesel	-5
tidak up to date dan bikin kesel	-5
data bocor mulu	-4
kehampaan fatal	-4
tidak konsentrasi dan bikin kesel	-2
kaku terus	-1
melanggar mulu	-4
kehampaan bikin emosi	-5
hang banget	-4
tidak bermoral mulu	-2
sia-sia ngeselin	-2
lemah parah	-3
boros kuota parah	-4
bikin bingung ngeselin	-3
izin kurang terus	-3
bising dan bikin kesel	-1
tidak bisa dibuka terus	-1
tidak ada masa depan doang	-3
melanggar hukum fatal	-1
font aneh fatal	-1
belum matang bikin emosi	-3
pilihan terbatas bikin emosi	-3
kumuh banget	-3
sulit dipakai bikin emosi	-1
ikon membingungkan banget	-3
usang mulu	-1
bikin kesel banget	-1
gambar pecah dan bikin kesel	-1
tidak bisa save dan bikin kesel	-3
mental fatal	-4
tidak responsif layar bikin emosi	-4
membebani doang	-5
error terus mulu	-3
tidak terhubung doang	-1
versi lama banget	-1
cacat ngeselin	-5
tidak sistematis mulu	-3
mundur bikin emosi	-1
lemah banget	-2
memusingkan banget	-3
blur dan bikin kesel	-2
licik ngeselin	-4
inferior terus	-3
tidak adil dan bikin kesel	-1
mudah diserang fatal	-3
terekspos dan bikin kesel	-4
kejam ngeselin	-5
merepotkan mulu	-2
kusam fatal	-5
tidak sistematis terus	-1
kurang fitur fatal	-5
ngeri mulu	-5
bangkrut bikin emosi	-3
servis buruk banget	-4
menyeramkan terus	-5
spam ngeselin	-3
gagal inisialisasi bikin emosi	-2
putus fatal	-1
jadul dan bikin kesel	-2
illegal terus	-3
terenkripsi parah	-5
tidak pasti dan bikin kesel	-3
tidak fokus parah	-3
nyebelin fatal	-3
terbatas bikin emosi	-3
rawan mulu	-4
negatif dan bikin kesel	-3
tidak bisa dibuka mulu	-4
dukungan buruk fatal	-1
menyepelekan mulu	-2
tidak bisa diubah ngeselin	-1
tidak percaya banget	-1
tidak bisa diandalkan bikin emosi	-3
akses ditolak doang	-5
tidak bermoral ngeselin	-4
paling buruk banget	-3
inferior mulu	-5
membosankan bikin emosi	-4
tidak diindahkan banget	-3
mengenaskan ngeselin	-5
gagal sinkron fatal	-5
tidak terencana bikin emosi	-3
tidak logis ngeselin	-3
tidak etis mulu	-2
bobrok bikin emosi	-4
terbatas ngeselin	-3
salah parah	-3
servis buruk doang	-4
terpuruk bikin emosi	-2
curiga terus	-4
keputusasaan fatal	-4
neraka mulu	-1
buram bikin emosi	-4
blur ngeselin	-3
cacat bikin emosi	-3
tidak cocok fatal	-4
korup dan bikin kesel	-2
menyusahkan ngeselin	-1
prasangka fatal	-1
terbuka doang	-4
tidak direspon ngeselin	-2
janji palsu ngeselin	-4
terputus-putus terus	-2
parah bikin emosi	-3
ambigu ngeselin	-5
mengerikan mulu	-2
lambat terus	-5
kejam mulu	-4
redup dan bikin kesel	-5
putus bikin emosi	-4
data bocor dan bikin kesel	-1
tertinggal doang	-4
tidak ada suara parah	-1
akses ditolak banget	-2
kurang relevan terus	-3
prasangka ngeselin	-2
selesai dan bikin kesel	-3
tidak variatif bikin emosi	-4
lemah terus	-1
tidak ada update bikin emosi	-4
monoton dan bikin kesel	-3
penuh celah mulu	-3
tidak signifikan mulu	-5
melenceng bikin emosi	-4
tidak terdeteksi terus	-3
susah diatur mulu	-2
menguras mulu	-5
kerusakan parah	-2
fitur kosong terus	-1
ketinggalan doang	-1
berbelit-belit bikin emosi	-1
izin kurang banget	-4
menyesatkan bikin emosi	-3
tidak menarik mulu	-3
menyusahkan dan bikin kesel	-5
terputus bikin emosi	-2
peringatan merah parah	-1
tidak diizinkan doang	-2
tidak ada respon terus	-4
sembarangan bikin emosi	-4
akses ditolak dan bikin kesel	-3
kejam doang	-4
menyerah fatal	-5
banyak masalah parah	-2
rendah fatal	-2
kalah terus	-4
tidak ada isinya banget	-3
negatif banget	-2
tidak jujur mulu	-2
berantakan mulu	-3
tidak layak bikin emosi	-3
iklan menyesatkan fatal	-3
bocor fatal	-3
palsu parah	-1
rawan dan bikin kesel	-4
jelek sekali banget	-2
ketidakpercayaan dan bikin kesel	-3
samar parah	-2
pesimis doang	-2
mengganggu fokus dan bikin kesel	-5
krisis bikin emosi	-1
bising mulu	-3
berubah-ubah banget	-3
tidak berguna ngeselin	-5
layanan buruk doang	-1
paling buruk mulu	-1
menyeramkan bikin emosi	-4
tidak efektif parah	-5
monoton fatal	-4
peringatan merah banget	-2
tidak fokus mulu	-2
tidak menarik fatal	-3
usang banget	-4
memilukan parah	-5
gagal bikin emosi	-5
mengancam bikin emosi	-5
menguras kuota mulu	-5
sia-sia doang	-3
data hilang banget	-3
keluar sendiri parah	-2
force close fatal	-5
tutup mulu	-1
tidak ada perbaikan terus	-4
tidak terdeteksi doang	-3
terputus dan bikin kesel	-2
bangkrut mulu	-1
monoton doang	-3
usang fatal	-5
mengancam mulu	-3
parah terus	-5
prasangka bikin emosi	-4
mahal banget	-4
terburuk ngeselin	-2
redup ngeselin	-4
murahan banget	-2
tidak bisa save bikin emosi	-4
menyeramkan doang	-3
terbelakang banget	-5
fitur dicabut banget	-1
stuck fatal	-2
gelap ngeselin	-2
nyebelin bikin emosi	-5
tidak efektif terus	-4
outdated parah	-4
tidak terbaca doang	-4
terhambat doang	-1
hancur parah	-1
prasangka dan bikin kesel	-2
terdistraksi banget	-5
ngeri bikin emosi	-4
petaka terus	-5
menyebalkan dan bikin kesel	-5
tidak bisa dicari terus	-2
tidak bisa diakses fatal	-1
mengerikan terus	-3
tertinggal bikin emosi	-4
tidak konsentrasi doang	-2
banyak iklan dan bikin kesel	-5
menyerah bikin emosi	-3
trouble dan bikin kesel	-5
tutup ngeselin	-1
tidak sah ngeselin	-5
error kode banget	-1
hancur terus	-2
gagal total bikin emosi	-3
membuang daya bikin emosi	-1
masih beta fatal	-4
licik banget	-3
gelap dan bikin kesel	-2
dibatasi fatal	-1
tidak ada isinya terus	-5
bikin pusing fatal	-3
tragis parah	-1
tidak direspon bikin emosi	-3
darurat banget	-4
berisik mulu	-1
tidak terhubung ngeselin	-4
membuang waktu fatal	-4
kurang relevan ngeselin	-3
kecelakaan terus	-4
tidak ada suara dan bikin kesel	-2
tidak bisa dihapus ngeselin	-5
interupsi ngeselin	-2
tidak lengkap dan bikin kesel	-1
gema mulu	-4
terenkripsi banget	-1
bikin pusing terus	-1
tidak peka dan bikin kesel	-3
tidak otomatis bikin emosi	-4
illegal dan bikin kesel	-2
buang-buang uang doang	-1
bikin bingung fatal	-3
sulit dipakai banget	-1
tidak maksimal bikin emosi	-5
sembunyi-sembunyi bikin emosi	-2
terburuk doang	-3
menguras banget	-3
jelek dan bikin kesel	-3
tidak recommended fatal	-3
gaduh banget	-1
menyimpang mulu	-5
ketidakpastian ngeselin	-4
terbelakang mulu	-4
crash terus mulu	-3
lemot dan bikin kesel	-5
data bocor bikin emosi	-3
restart sendiri banget	-3
menguras baterai ngeselin	-4
tidak estetis doang	-2
jelek sekali bikin emosi	-3
tidak ramah fatal	-1
tidak bisa diunduh mulu	-2
tidak support mulu	-4
tidak aman dan bikin kesel	-4
hampa fatal	-1
rusak mulu	-1
kumuh parah	-4
tidak bisa buka fatal	-4
berisiko ngeselin	-2
terbatas dan bikin kesel	-1
penuh bug dan bikin kesel	-1
ngeri banget	-1
terkunci bikin emosi	-5
merugikan parah	-3
iklan menyesatkan terus	-5
suram ngeselin	-4
ikon membingungkan mulu	-3
kerugian dan bikin kesel	-3
terekspos doang	-3
tidak siap dan bikin kesel	-2
tidak ada masa depan bikin emosi	-1
penuh celah fatal	-4
membuang waktu dan bikin kesel	-5
lemot bikin emosi	-3
tidak up to date banget	-3
bobrok doang	-2
crash terus bikin emosi	-2
menguras kuota terus	-2
tidak responsif fatal	-4
warna tabrakan mulu	-1
rusak ngeselin	-1
tertinggal mulu	-3
outdated mulu	-3
bencana bikin emosi	-3
berhenti tiba-tiba ngeselin	-1
mudah diserang mulu	-1
terputus ngeselin	-4
terekspos bikin emosi	-5
terbelakang dan bikin kesel	-1
tidak bisa diandalkan ngeselin	-2
salah fatal	-2
tidak bermanfaat dan bikin kesel	-3
acak-acakan ngeselin	-1
kacau doang	-3
janji palsu mulu	-1
sangat jelek mulu	-2
tidak ada respon bikin emosi	-2
tidak bisa diandalkan fatal	-5
petaka fatal	-1
tidak bisa dihapus mulu	-2
trouble koneksi dan bikin kesel	-4
tidak transparan bikin emosi	-5
pengembang cuek terus	-2
terhambat parah	-5
pemborosan parah	-1
font aneh doang	-2
menyayat hati bikin emosi	-4
tidak terbaca mulu	-2
kejam terus	-5
tidak bisa diunggah banget	-2
tiruan parah	-3
tidak bisa ditutup bikin emosi	-4
tidak user-friendly doang	-2
fitur dicabut doang	-5
kabur fatal	-3
mengabaikan parah	-2
kaku fatal	-4
bikin kesel bikin emosi	-4
penipu ngeselin	-3
bahaya banget	-3
lapuk ngeselin	-1
monoton bikin emosi	-5
keliru parah	-4
suram bikin emosi	-2
warna tabrakan banget	-4
tidak manusiawi fatal	-3
menyusahkan mulu	-1
tidak teratur terus	-3
membuang waktu banget	-2
menyerah doang	-2
mahal fatal	-1
tidak penting banget	-3
gaduh fatal	-1
tidak nyambung mulu	-2
gagal total parah	-2
bangkrut dan bikin kesel	-1
tidak jalan mulu	-4
acak-acakan banget	-3
basi fatal	-4
masalah berlarut fatal	-2
tidak responsif layar ngeselin	-5
mengganggu fatal	-3
hang terus	-1
crash terus ngeselin	-3
melenceng dan bikin kesel	-2
monoton terus	-3
terenkripsi mulu	-2
tidak adaptif terus	-1
hampa mulu	-3
fitur dicabut ngeselin	-4
tidak jernih mulu	-1
rawan fatal	-4
tidak bisa diunggah mulu	-2
iklan menyesatkan mulu	-5
spam fatal	-3
mengganggu fokus terus	-2
jadul terus	-4
tidak sepadan dan bikin kesel	-5
kontras buruk doang	-2
fitur berbayar tersembunyi doang	-5
tidak dikenali doang	-5
rentan bikin emosi	-2
warna pudar fatal	-1
berisik dan bikin kesel	-3
tidak aman doang	-3
menjengkelkan terus	-5
tidak sesuai deskripsi banget	-1
file rusak ngeselin	-3
inferior ngeselin	-5
salah otorisasi fatal	-3
bencana ngeselin	-1
suram mulu	-5
bobrok terus	-3
banyak iklan fatal	-1
tidak sesuai ngeselin	-5
masih beta parah	-3
penipuan dan bikin kesel	-2
kuno parah	-5
tidak manusiawi ngeselin	-1
mundur banget	-4
musibah dan bikin kesel	-5
sembarangan mulu	-1
beku mulu	-2
menguras baterai dan bikin kesel	-4
ambigu terus	-1
tidak bisa diunggah parah	-3
tidak intuitif ngeselin	-2
memakan memori terus	-5
tidak akurat fatal	-3
busuk dan bikin kesel	-3
kurang estetis banget	-1
illegal doang	-4
terpecah mulu	-3
rumit dan bikin kesel	-5
tidak lengkap parah	-2
buram mulu	-3
tidak bisa dihapus banget	-2
menyebalkan fatal	-4
paling buruk dan bikin kesel	-2
pesimis mulu	-5
tidak bisa ditutup fatal	-2
putus ngeselin	-3
tidak ada masa depan ngeselin	-2
tidak teratur doang	-1
tidak optimis fatal	-4
menyusahkan banget	-1
kaku dan bikin kesel	-2
musibah mulu	-3
buang-buang uang terus	-2
mengabaikan doang	-2
regret doang	-1
memecah perhatian doang	-3
gulung tikar doang	-1
basi dan bikin kesel	-3
kadaluarsa bikin emosi	-2
illegal banget	-4
murahan parah	-3
kerugian ngeselin	-3
ricuh ngeselin	-2
tidak penting ngeselin	-5
mati total doang	-4
stuck terus	-2
nge-freeze parah	-3
membingungkan fatal	-5
tidak didengar bikin emosi	-1
lambat mulu	-5
berpotensi bahaya ngeselin	-1
error kode dan bikin kesel	-2
kejam fatal	-4
tidak etis terus	-3
boros kuota ngeselin	-4
berani fatal	-1
tidak efektif banget	-5
penanganan buruk mulu	-4
bocor banget	-3
paling buruk ngeselin	-2
banyak iklan bikin emosi	-3
tidak pantas bikin emosi	-2
tidak kompatibel banget	-2
data hilang parah	-3
seram parah	-3
tidak bisa dicari bikin emosi	-1
memakan memori doang	-1
tidak sesuai terus	-3
berakhir terus	-4
menyesal doang	-1
tidak variatif fatal	-1
gagal total terus	-3
memecah perhatian parah	-2
penanganan buruk parah	-3
tidak jelas ngeselin	-3
kaku parah	-5
sering logout parah	-4
terlalu kompleks fatal	-4
tidak bisa diakses ngeselin	-2
tidak valid terus	-3
murahan dan bikin kesel	-5
tidak ada dukungan mulu	-2
terputus banget	-3
tidak bisa dicari fatal	-4
tidak layak banget	-4
sering logout bikin emosi	-1
ketidakpastian dan bikin kesel	-1
ketidakpastian doang	-1
trouble koneksi mulu	-3
buram terus	-5
gelap bikin emosi	-1
rumit ngeselin	-1
terputus fatal	-4
gema banget	-2
tidak adaptif doang	-1
kosong banget	-3
berubah-ubah parah	-2
jelek sekali ngeselin	-1
penyelesaian sulit parah	-5
menyesal fatal	-3
tidak pantas terus	-1
gulung tikar parah	-1
menyimpang terus	-4
rentan fatal	-4
kosong fatal	-1
konten minim fatal	-5
ikon membingungkan ngeselin	-5
tidak ada bantuan fatal	-3
terbatas mulu	-2
tidak penting dan bikin kesel	-1
menyedihkan fatal	-1
tidak konsentrasi fatal	-2
error terus banget	-3
buruk bikin emosi	-3
akses ditolak ngeselin	-5
ribet banget	-3
rapuh banget	-2
tidak bisa diunduh parah	-2
kabur bikin emosi	-5
terbuka dan bikin kesel	-1
sulit dipakai doang	-4
kerugian doang	-1
penanganan buruk fatal	-1
tidak efisien terus	-1
kacau banget	-4
menjijikkan mulu	-3
tidak user-friendly mulu	-2
menjijikkan terus	-4
beku fatal	-5
membebani mulu	-3
menjijikkan ngeselin	-1
beku doang	-2
tidak terhubung dan bikin kesel	-4
mengancam doang	-1
tidak ditemukan ngeselin	-4
tidak optimis ngeselin	-4
memusingkan doang	-5
menyebalkan doang	-4
mengerikan bikin emosi	-1
rentan dan bikin kesel	-2
monoton mulu	-5
versi lama fatal	-5
abai fatal	-2
tidak sync terus	-2
bahaya bikin emosi	-2
terburuk terus	-4
tidak otomatis banget	-3
penipuan ngeselin	-1
tidak sync parah	-4
membuang waktu terus	-3
menyimpang parah	-3
menyedihkan mulu	-1
tidak nyambung parah	-5
tidak sepadan banget	-3
bencana doang	-4
redup parah	-4
usang terus	-5
keliru dan bikin kesel	-4
tidak signifikan terus	-3
membuang waktu mulu	-4
izin kurang ngeselin	-5
penuh bug terus	-4
musibah doang	-1
blur bikin emosi	-1
menyayat hati doang	-2
gagal login mulu	-2
bad UX banget	-1
ketidakpercayaan doang	-1
mengabaikan banget	-1
terganggu ngeselin	-2
belum sempurna ngeselin	-3
font aneh ngeselin	-4
tidak fokus terus	-5
tidak jujur ngeselin	-5
selesai ngeselin	-1
tidak adil ngeselin	-1
tidak diizinkan parah	-1
bangkrut doang	-2
abai banget	-1
mencurigakan ngeselin	-2
memusingkan fatal	-1
tidak efektif fatal	-5
produk cacat ngeselin	-4
belum sempurna fatal	-5
tidak pasti bikin emosi	-4
tidak akurat parah	-2
tidak terhubung parah	-1
samar dan bikin kesel	-5
bising ngeselin	-1
ancaman bikin emosi	-4
horor dan bikin kesel	-2
penipuan bikin emosi	-3
berpotensi bahaya fatal	-2
tidak berfungsi banget	-2
tidak up to date parah	-2
